campus,dept_group,dept_group_detail,dept_name,roster_id,job_title,job_family,full_time_pct,total,empl_record
UCCS,C0038 -- VCAF-Admin Services,40117 -- VCAF-Facility Services,VCAF-Facility Services,R25-1012135,STRUCTURAL TRADES II,US-Auxilliary Funding (CS),100,"$51,131.00",0
UCCS,C0017 -- AA-College of Nursing,40081 -- Beth-El UG Nursing,Beth-El UG Nursing,R25-1012219,ASSISTANT TEACHING PROFESSOR,Regular Faculty,100,"$62,000.00",0
UCCS,C0017 -- AA-College of Nursing,40081 -- Beth-El UG Nursing,Beth-El UG Nursing,R25-1012219,ASST TEACHING PROFESSOR-ST,Regular Faculty,2.5,"$11,250.00",1
UCCS,C0017 -- AA-College of Nursing,40081 -- Beth-El UG Nursing,Beth-El UG Nursing,R25-1012219,ASST TEACHING PROFESSOR-CO,Regular Faculty,2.5,"$3,125.00",2
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40390 -- LAS-Visual Cultures,LAS-Visual Cultures,R25-1012230,ASSISTANT TEACHING PROFESSOR,Regular Faculty,100,"$50,000.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40390 -- LAS-Visual Cultures,LAS-Visual Cultures,R25-1012230,DIRECTOR-FACULTY,Administrative Faculty,2.5,"$1,500.00",1
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40051 -- LAS-Administrative Operations,LAS-Administrative Operations,R25-1012230,ASST TEACHING PROFESSOR-ST,Regular Faculty,2.5,"$5,000.00",2
UCCS,C0007 -- AA-Administration,40363 -- AA-Undergraduate Education,AA-Undergraduate Education,R25-1012250,LECTURER,Other Faculty,22.5,"$3,060.00",0
UCCS,C0010 -- AA-College of Education,40041 -- COE-Teaching & Learning,COE-Teaching & Learning,R25-1012255,LECTURER,Other Faculty,22.5,"$3,000.00",0
UCCS,C0007 -- AA-Administration,40363 -- AA-Undergraduate Education,AA-Undergraduate Education,R25-1012256,LECTURER,Other Faculty,22.5,"$3,060.00",0
UCCS,C0011 -- AA-College of Engineering,40043 -- EAS-Electrical Engineering,EAS-Electrical Engineering,R25-1012281,RESEARCH SERVICES SENIOR PROF,Univ Staff - Research Services,100,"$73,440.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40064 -- LAS-Geography,LAS-Geography,R25-1012296,ASSISTANT PROFESSOR,Regular Faculty,100,"$74,000.00",0
UCCS,C0018 -- AA-School of Public Affairs,40084 -- CPS Administrative Ops,CPS Administrative Ops,R25-1012311,ASSISTANT TEACHING PROFESSOR,Regular Faculty,100,"$54,000.00",0
UCCS,40262 -- VCUA-Strategic Communications,,VCUA-Strategic Communications,R25-1012321,COMMUNICATION SENIOR PROF,Univ Staff - Communication,100,"$55,954.00",0
UCCS,C0009 -- AA-College of Business,40025 -- BUS-Administrative Ops,BUS-Administrative Ops,R25-1012323,ASSISTANT PROFESSOR,Regular Faculty,100,"$128,870.00",0
UCCS,C0009 -- AA-College of Business,40025 -- BUS-Administrative Ops,BUS-Administrative Ops,R25-1012323,ASSISTANT PROFESSOR-SR,Regular Faculty,2.5,"$12,000.00",1
UCCS,C0005 -- VCAF-Administration,C0024 -- VCAF-Resource Management,VCAF-RM-Budget,R25-1012413,BUSINESS SERVICES PROFESSIONAL,Univ Staff - Business Services,100,"$64,000.00",0
UCCS,C0009 -- AA-College of Business,40025 -- BUS-Administrative Ops,BUS-Administrative Ops,R25-1012496,ASSISTANT TEACHING PROFESSOR,Regular Faculty,100,"$67,000.00",0
UCCS,C0009 -- AA-College of Business,40025 -- BUS-Administrative Ops,BUS-Administrative Ops,R25-1012496,ASST TEACHING PROFESSOR-ST,Regular Faculty,2.5,"$5,500.00",1
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40397 -- LAS-TCID,LAS-TCID,R25-1012516,ASSOCIATE PROFESSOR,Regular Faculty,100,"$82,000.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40397 -- LAS-TCID,LAS-TCID,R25-1012516,CHAIR,Administrative Faculty,2.5,"$9,000.00",1
UCCS,C0020 -- AA-Library Operations,40398 -- AA-Cybersecurity Programs,AA-Cybersecurity Programs,R25-1012516,CHAIR,Administrative Faculty,10,"$7,000.00",2
UCCS,C0017 -- AA-College of Nursing,40081 -- Beth-El UG Nursing,Beth-El UG Nursing,R25-1012557,LECTURER,Other Faculty,15,"$5,280.00",0
UCCS,C0007 -- AA-Administration,40018 -- AA-Provost,AA-Provost,R25-1012712,DEAN,Univ Staff - Executive,100,"$250,000.00",0
UCCS,C0018 -- AA-School of Public Affairs,40085 -- CPS Social Work,CPS Social Work,R25-1012726,LECTURER,Other Faculty,45,"$7,500.00",0
UCCS,C0026 -- VCAF-Public Safety,40121 -- VCAF-Police Operations,VCAF-Police Operations,R25-1012747,POLICE COMMUNICATION TECH,US-Auxilliary Funding (CS),100,"$57,149.00",0
UCCS,C0017 -- AA-College of Nursing,40396 -- Beth-El Human Physio/Nutrition,Beth-El Human Physio/Nutrition,R25-1012763,LECTURER,Other Faculty,22.5,"$4,000.00",0
UCCS,40250 -- VCUA-University Development,,VCUA-University Development,R25-1012801,BUSINESS SERVICES MANAGER,Univ Staff - Business Services,100,"$76,500.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40066 -- LAS-Physics & Energy Science,LAS-Physics & Energy Science,R25-1012813,ASSISTANT PROFESSOR,Regular Faculty,100,"$81,000.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40066 -- LAS-Physics & Energy Science,LAS-Physics & Energy Science,R25-1012813,ASSISTANT PROFESSOR-SR,Regular Faculty,2.5,"$3,556.00",1
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40076 -- LAS-Political Science,LAS-Political Science,R25-1012872,LECTURER,Other Faculty,22.5,"$3,135.00",0
UCCS,C0035 -- VCEMSA-Enrollment Management,C0036 -- VCEMSA-Enrollment Mgmt Unit,VCEMSA-Admissions,R25-1012881,ACADEMIC SERVICES SENIOR PROF,Univ Staff - Academic Services,100,"$52,263.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40066 -- LAS-Physics & Energy Science,LAS-Physics & Energy Science,R25-1013141,ASSISTANT PROFESSOR,Regular Faculty,100,"$84,000.00",0
UCCS,C0007 -- AA-Administration,40246 -- AA-BIOFRONTIERS-UCCS CNTR,AA-BIOFRONTIERS-UCCS CNTR,R25-1013141,ASSISTANT PROFESSOR-SR,Regular Faculty,2.5,"$4,222.00",1
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40066 -- LAS-Physics & Energy Science,LAS-Physics & Energy Science,R25-1013141,ASSISTANT PROFESSOR-SR,Regular Faculty,2.5,"$4,222.00",2
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40076 -- LAS-Political Science,LAS-Political Science,R25-1013187,LECTURER,Other Faculty,22.5,"$3,135.00",0
UCCS,C0011 -- AA-College of Engineering,40045 -- EAS-Computer Science,EAS-Computer Science,R25-1013225,LECTURER,Other Faculty,22.5,"$4,000.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40077 -- LAS-Psychology,LAS-Psychology,R25-1013339,ASSISTANT PROFESSOR,Regular Faculty,100,"$77,000.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40077 -- LAS-Psychology,LAS-Psychology,R25-1013339,ASSISTANT PROFESSOR-ST,Regular Faculty,2.5,"$3,000.00",1
UCCS,40250 -- VCUA-University Development,,VCUA-University Development,R25-1013349,DEVELOPMENT SENIOR PROF,Univ Staff - Development,100,"$57,120.00",0
UCCS,C0039 -- VCAF-Auxiliary Services,40131 -- VCAF-UC Event Services,VCAF-UC Event Services,R25-1013492,HOSPITALITY ASSOC DIR,Univ Staff - Hospitality,100,"$76,000.00",0
UCCS,C0039 -- VCAF-Auxiliary Services,40253 -- VCAF-Dining & Hospitality,VCAF-Dining & Hospitality,R25-1013575,FOOD SERVICE WORKER,US-Auxilliary Funding (CS),100,"$34,424.00",0
UCCS,C0007 -- AA-Administration,40228 -- AA-Faculty Resource Center,AA-Faculty Resource Center,R25-1013616,ACADEMIC SERVICES PROFESSIONAL,Univ Staff - Academic Services,100,"$47,000.00",0
UCCS,C0011 -- AA-College of Engineering,40045 -- EAS-Computer Science,EAS-Computer Science,R25-1013631,LECTURER,Other Faculty,45,"$8,000.00",0
UCCS,C0017 -- AA-College of Nursing,40086 -- Beth-El Admin,Beth-El Admin,R25-1013649,HEALTH CARE PROGRAM MGR,Univ Staff - Healthcare,2.5,"$1,909.00",0
UCCS,C0041 -- VCAF-INFRASTRUCTURE AND SUSTAI,C0023 -- VCAF-Facilities,VCAF-FAC-ADMIN OP,R25-1013672,CUSTODIAN I,"Class Staff-Labor,Trades&Crfts",100,"$40,032.00",0
UCCS,C0029 -- VCEMSA-Admin Operations,C0040 -- VCSA-ACAD SUPPORT & ENGAGEMENT,VCEMSA-Dean Of Students,R25-1013673,STUDENT SERVICES PROFESSIONAL,Univ Staff - Student Services,100,"$45,390.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40058 -- LAS-FineArts-Visual&PerformArt,LAS-FineArts-Visual&PerformArt,R25-1013677,LECTURER,Other Faculty,22.5,"$3,060.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40078 -- LAS-Sociology,LAS-Sociology,R25-1013677,LECTURER,Other Faculty,22.5,"$3,060.00",1
UCCS,40250 -- VCUA-University Development,,VCUA-University Development,R25-1013732,DEVELOPMENT PROFESSIONAL,Univ Staff - Development,65,"$35,139.00",0
UCCS,C0009 -- AA-College of Business,40025 -- BUS-Administrative Ops,BUS-Administrative Ops,R25-1013789,LECTURER,Other Faculty,7.5,"$1,000.00",0
UCCS,40250 -- VCUA-University Development,,VCUA-University Development,R25-1013796,DEVELOPMENT SENIOR PROF,Univ Staff - Development,100,"$59,670.00",0
UCCS,C0010 -- AA-College of Education,40036 -- COE-Administrative Ops,COE-Administrative Ops,R25-1013803,FINANCE/ACCTG SENIOR PROF,Univ Staff- Finance & Acct.,100,"$61,200.00",0
UCCS,C0010 -- AA-College of Education,40041 -- COE-Teaching & Learning,COE-Teaching & Learning,R25-1013842,LECTURER,Other Faculty,22.5,"$3,000.00",0
UCCS,C0017 -- AA-College of Nursing,40081 -- Beth-El UG Nursing,Beth-El UG Nursing,R25-1013844,STANDARDIZED PATIENT,US-Auxilliary Funding (CS),2.5,"$1,008.00",0
UCCS,C0017 -- AA-College of Nursing,40081 -- Beth-El UG Nursing,Beth-El UG Nursing,R25-1013861,INSTRUCTOR CLINICAL PRACT,Clinical Faculty,100,"$98,000.00",0
UCCS,C0010 -- AA-College of Education,40041 -- COE-Teaching & Learning,COE-Teaching & Learning,R25-1013863,LECTURER,Other Faculty,22.5,"$5,750.00",0
UCCS,C0010 -- AA-College of Education,40041 -- COE-Teaching & Learning,COE-Teaching & Learning,R25-1013863,INSTRUCTOR CLINICAL (C/T),Clinical Faculty,100,"$47,111.00",1
UCCS,C0038 -- VCAF-Admin Services,40117 -- VCAF-Facility Services,VCAF-Facility Services,R25-1013865,CUSTODIAN I,"Class Staff-Labor,Trades&Crfts",100,"$40,032.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40080 -- LAS-Women's & Ethnic Studies,LAS-Women's & Ethnic Studies,R25-1013873,LECTURER,Other Faculty,22.5,"$3,135.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40076 -- LAS-Political Science,LAS-Political Science,R25-1013933,ASSISTANT PROFESSOR,Regular Faculty,100,"$64,000.00",0
UCCS,C0017 -- AA-College of Nursing,40081 -- Beth-El UG Nursing,Beth-El UG Nursing,R25-1013945,STANDARDIZED PATIENT,US-Auxilliary Funding (CS),2.5,"$1,008.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40067 -- LAS-Anthropology,LAS-Anthropology,R25-1013972,LECTURER,Other Faculty,22.5,"$3,135.00",1
UCCS,C0018 -- AA-School of Public Affairs,40085 -- CPS Social Work,CPS Social Work,R25-1013980,LECTURER,Other Faculty,22.5,"$3,450.00",0
UCCS,C0018 -- AA-School of Public Affairs,40085 -- CPS Social Work,CPS Social Work,R25-1013983,LECTURER,Other Faculty,22.5,"$3,450.00",0
UCCS,C0007 -- AA-Administration,40363 -- AA-Undergraduate Education,AA-Undergraduate Education,R25-1013983,LECTURER,Other Faculty,22.5,"$3,060.00",1
UCCS,C0039 -- VCAF-Auxiliary Services,40253 -- VCAF-Dining & Hospitality,VCAF-Dining & Hospitality,R25-1014020,HOSPITALITY MANAGER,Univ Staff - Hospitality,100,"$63,240.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40389 -- LAS-Visual Arts,LAS-Visual Arts,R25-1014049,ASSISTANT TEACHING PROFESSOR,Regular Faculty,100,"$51,000.00",0
UCCS,C0009 -- AA-College of Business,40025 -- BUS-Administrative Ops,BUS-Administrative Ops,R25-1014051,ASSISTANT TEACHING PROFESSOR,Regular Faculty,50,"$36,720.00",0
UCCS,C0009 -- AA-College of Business,40025 -- BUS-Administrative Ops,BUS-Administrative Ops,R25-1014051,ASST TEACHING PROFESSOR-ST,Regular Faculty,2.5,"$1,833.00",1
UCCS,C0011 -- AA-College of Engineering,40047 -- EAS-Mechanical & Aerospace Eng,EAS-Mechanical & Aerospace Eng,R25-1014061,ASSISTANT TEACHING PROFESSOR,Regular Faculty,100,"$68,338.00",0
UCCS,C0011 -- AA-College of Engineering,40047 -- EAS-Mechanical & Aerospace Eng,EAS-Mechanical & Aerospace Eng,R25-1014061,ASST TEACHING PROFESSOR-ST,Regular Faculty,2.5,"$13,534.00",1
UCCS,C0011 -- AA-College of Engineering,40047 -- EAS-Mechanical & Aerospace Eng,EAS-Mechanical & Aerospace Eng,R25-1014061,ASST TEACHING PROFESSOR-CO,Regular Faculty,2.5,"$5,000.00",2
UCCS,C0017 -- AA-College of Nursing,40081 -- Beth-El UG Nursing,Beth-El UG Nursing,R25-1014129,STANDARDIZED PATIENT,US-Auxilliary Funding (CS),2.5,"$1,061.00",0
,Page of 29,,,Page,,of 29,,,
UCCS,C0035 -- VCEMSA-Enrollment Management,C0015 -- VCEMSA-Student Suppt/Retention,VCEMSA-Academic Advising,R25-1014136,ACADEMIC SERVICES PROFESSIONAL,Univ Staff - Academic Services,100,"$47,736.00",0
UCCS,C0017 -- AA-College of Nursing,40081 -- Beth-El UG Nursing,Beth-El UG Nursing,R25-1014148,LECTURER,Other Faculty,15,"$5,280.00",0
UCCS,C0017 -- AA-College of Nursing,40396 -- Beth-El Human Physio/Nutrition,Beth-El Human Physio/Nutrition,R25-1014149,LECTURER,Other Faculty,45,"$8,000.00",0
UCCS,C0007 -- AA-Administration,40363 -- AA-Undergraduate Education,AA-Undergraduate Education,R25-1014149,LECTURER,Other Faculty,22.5,"$3,060.00",1
UCCS,C0019 -- VCAF-Information Technology,40087 -- VCAF-IT Administrative Ops,VCAF-IT Administrative Ops,R25-1014173,BUSINESS SERVICES PROFESSIONAL,Univ Staff - Business Services,100,"$47,430.00",0
UCCS,C0041 -- VCAF-INFRASTRUCTURE AND SUSTAI,C0042 -- VCAF-PARKING & TRANSPORTATION,VCAF-Transportation Srvcs,R25-1014182,EQUIPMENT OPERATOR I,US-Auxilliary Funding (CS),2.5,"$1,061.00",0
UCCS,C0039 -- VCAF-Auxiliary Services,40253 -- VCAF-Dining & Hospitality,VCAF-Dining & Hospitality,R25-1014183,LEAD FOOD SERVICE WORKER,US-Auxilliary Funding (CS),100,"$40,290.00",0
UCCS,C0017 -- AA-College of Nursing,40399 -- Beth-El Clinic Operations,Beth-El Clinic Operations,R25-1014209,ADMIN ASSISTANT II,US-Auxilliary Funding (CS),100,"$41,820.00",0
UCCS,C0039 -- VCAF-Auxiliary Services,40253 -- VCAF-Dining & Hospitality,VCAF-Dining & Hospitality,R25-1014248,HOSPITALITY PROGRAM MGR,Univ Staff - Hospitality,100,"$59,160.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40077 -- LAS-Psychology,LAS-Psychology,R25-1014253,HEALTH CARE DIRECTOR,Univ Staff - Healthcare,100,"$113,000.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40077 -- LAS-Psychology,LAS-Psychology,R25-1014253,LECTURER-SECONDARY STAFF MBR,Other Faculty,2.5,"$6,000.00",2
UCCS,C0026 -- VCAF-Public Safety,40121 -- VCAF-Police Operations,VCAF-Police Operations,R25-1014261,POLICE COMMUNICATION TECH,Class Staff-Admin Support,100,"$59,148.00",0
UCCS,C0009 -- AA-College of Business,40025 -- BUS-Administrative Ops,BUS-Administrative Ops,R25-1014265,LECTURER,Other Faculty,22.5,"$3,000.00",0
UCCS,C0041 -- VCAF-INFRASTRUCTURE AND SUSTAI,C0023 -- VCAF-Facilities,VCAF-FAC-ADMIN OP,R25-1014266,GENERAL LABOR I,"Class Staff-Labor,Trades&Crfts",100,"$40,032.00",0
UCCS,C0041 -- VCAF-INFRASTRUCTURE AND SUSTAI,C0042 -- VCAF-PARKING & TRANSPORTATION,VCAF-Transportation Srvcs,R25-1014277,EQUIPMENT OPERATOR I,US-Auxilliary Funding (CS),50,"$21,216.00",0
UCCS,C0029 -- VCEMSA-Admin Operations,C0040 -- VCSA-ACAD SUPPORT & ENGAGEMENT,VCEMSA-Chancellor's Lead Class,R25-1014306,STUDENT SERVICES SENIOR PROF,Univ Staff - Student Services,100,"$50,000.00",0
UCCS,C0009 -- AA-College of Business,40025 -- BUS-Administrative Ops,BUS-Administrative Ops,R25-1014308,LECTURER,Other Faculty,22.5,"$3,000.00",0
UCCS,C0005 -- VCAF-Administration,C0024 -- VCAF-Resource Management,VCAF-RM-Human Resources,R25-1014546,HR PROFESSIONAL,Univ Staff - Human Resources,100,"$56,100.00",0
UCCS,C0029 -- VCEMSA-Admin Operations,C0040 -- VCSA-ACAD SUPPORT & ENGAGEMENT,VCEMSA-MOSAIC,R25-1014561,STUDENT SERVICES PROFESSIONAL,Univ Staff - Student Services,100,"$47,277.00",0
UCCS,C0007 -- AA-Administration,40363 -- AA-Undergraduate Education,AA-Undergraduate Education,R25-1014561,LECTURER-SECONDARY STAFF MBR,Other Faculty,2.5,"$3,060.00",1
UCCS,C0026 -- VCAF-Public Safety,40121 -- VCAF-Police Operations,VCAF-Police Operations,R25-1014610,POLICE COMMUNICATION TECH,Class Staff-Admin Support,100,"$59,148.00",0
UCCS,C0013 -- Chanc-Ent Center For Arts,40061 -- Chanc-Ent-GalleryOfContemp-Art,Chanc-Ent-GalleryOfContemp-Art,R25-1014646,EXTERNAL RELATIONS DIRECTOR,Univ Staff- External Relations,100,"$85,680.00",0
UCCS,C0017 -- AA-College of Nursing,40083 -- Beth-El Health Sciences,Beth-El Health Sciences,R25-1014651,ASST PROFESSOR CLINICAL (C/T),Clinical Faculty,100,"$108,000.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40059 -- LAS-Music,LAS-Music,R25-1014659,LECTURER,Other Faculty,7.5,$600.00,0
UCCS,40250 -- VCUA-University Development,,VCUA-University Development,R25-1014713,DEVELOPMENT PROGRAM MGR,Univ Staff - Development,100,"$65,280.00",0
UCCS,C0041 -- VCAF-INFRASTRUCTURE AND SUSTAI,40391 -- VCAF-Office of Sustainability,VCAF-Office of Sustainability,R25-1014738,ENGINEERING/ARC PRINCIPAL PROF,Univ Staff - Eng. & Architect,100,"$94,628.00",0
UCCS,C0039 -- VCAF-Auxiliary Services,40253 -- VCAF-Dining & Hospitality,VCAF-Dining & Hospitality,R25-1014744,LEAD FOOD SERVICE WORKER,US-Auxilliary Funding (CS),100,"$40,310.00",0
UCCS,C0039 -- VCAF-Auxiliary Services,40253 -- VCAF-Dining & Hospitality,VCAF-Dining & Hospitality,R25-1014745,FOOD SERVICE WORKER,US-Auxilliary Funding (CS),100,"$36,400.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40080 -- LAS-Women's & Ethnic Studies,LAS-Women's & Ethnic Studies,R25-1014749,ASSISTANT PROFESSOR,Regular Faculty,100,"$64,260.00",0
UCCS,C0020 -- AA-Library Operations,40090 -- AA-Library Operations,AA-Library Operations,R25-1014750,BUSINESS SERVICES PRINCIPAL PR,Univ Staff - Business Services,100,"$71,700.00",0
UCCS,40376 -- VCUA-Operations,,VCUA-Operations,R25-1014830,EXTERNAL RELATIONS PROGRAM MGR,Univ Staff- External Relations,100,"$61,664.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40059 -- LAS-Music,LAS-Music,R25-1015024,LECTURER,Other Faculty,7.5,"$4,200.00",0
UCCS,C0039 -- VCAF-Auxiliary Services,40131 -- VCAF-UC Event Services,VCAF-UC Event Services,R25-1015180,HOSPITALITY PROFESSIONAL,Univ Staff - Hospitality,100,"$49,066.00",0
UCCS,C0039 -- VCAF-Auxiliary Services,40253 -- VCAF-Dining & Hospitality,VCAF-Dining & Hospitality,R25-1015198,FOOD SERVICE WORKER,US-Auxilliary Funding (CS),100,"$35,619.00",0
UCCS,C0039 -- VCAF-Auxiliary Services,40131 -- VCAF-UC Event Services,VCAF-UC Event Services,R25-1015235,HOSPITALITY PROFESSIONAL,Univ Staff - Hospitality,100,"$51,000.00",0
UCCS,C0009 -- AA-College of Business,40025 -- BUS-Administrative Ops,BUS-Administrative Ops,R25-1015236,LECTURER,Other Faculty,45,"$8,000.00",0
UCCS,C0034 -- VCEMSA-Enrollment Strategy,40379 -- VCEMSA-Strategy&Communications,VCEMSA-Strategy&Communications,R25-1015258,ACADEMIC SERVICES ENTRY PROF,Univ Staff - Academic Services,50,"$22,383.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40052 -- LAS-Military Science,LAS-Military Science,R25-1015367,ADMIN ASSISTANT III,Class Staff-Admin Support,100,"$51,096.00",0
UCCS,C0017 -- AA-College of Nursing,40396 -- Beth-El Human Physio/Nutrition,Beth-El Human Physio/Nutrition,R25-1015372,LECTURER,Other Faculty,22.5,"$4,000.00",0
UCCS,C0020 -- AA-Library Operations,40090 -- AA-Library Operations,AA-Library Operations,R25-1015396,ASSISTANT TEACHING PROFESSOR,Regular Faculty,100,"$53,968.00",0
UCCS,C0007 -- AA-Administration,40019 -- AA-Graduate School,AA-Graduate School,R25-1015467,DEAN,Univ Staff - Executive,100,"$261,000.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40390 -- LAS-Visual Cultures,LAS-Visual Cultures,R25-1015569,LECTURER,Other Faculty,22.5,"$3,000.00",0
UCCS,C0010 -- AA-College of Education,40038 -- COE - Counseling and Human Ser,COE - Counseling and Human Ser,R25-1015574,STUDENT SERVICES SENIOR PROF,Univ Staff - Student Services,100,"$54,971.00",0
UCCS,C0014 -- VCEMSA-Health & Wellness,40140 -- VCEMSA-Disability Services,VCEMSA-Disability Services,R25-1015653,ACADEMIC SERVICES PROFESSIONAL,Univ Staff - Academic Services,2.5,"$2,275.00",0
UCCS,C0014 -- VCEMSA-Health & Wellness,40140 -- VCEMSA-Disability Services,VCEMSA-Disability Services,R25-1015672,ACADEMIC SERVICES PROFESSIONAL,Univ Staff - Academic Services,2.5,"$2,328.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40059 -- LAS-Music,LAS-Music,R25-1015719,LECTURER,Other Faculty,45,"$6,270.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40059 -- LAS-Music,LAS-Music,R25-1015719,LECTURER,Other Faculty,15,"$1,800.00",1
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40237 -- LAS Theatre,LAS Theatre,R25-1015722,LECTURER,Other Faculty,22.5,"$3,060.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40232 -- LAS-Mathematics,LAS-Mathematics,R25-1015723,LECTURER,Other Faculty,60,"$8,360.00",0
UCCS,40250 -- VCUA-University Development,,VCUA-University Development,R25-1015786,DEVELOPMENT SENIOR PROF,Univ Staff - Development,100,"$60,000.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40059 -- LAS-Music,LAS-Music,R25-1015899,LECTURER,Other Faculty,22.5,"$3,135.00",1
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40059 -- LAS-Music,LAS-Music,R25-1015899,LECTURER,Other Faculty,7.5,"$1,200.00",2
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40077 -- LAS-Psychology,LAS-Psychology,R25-1015914,LECTURER,Other Faculty,11.25,"$4,500.00",0
UCCS,C0035 -- VCEMSA-Enrollment Management,C0036 -- VCEMSA-Enrollment Mgmt Unit,VCEMSA-Admissions,R25-1015915,ACADEMIC SERVICES PROFESSIONAL,Univ Staff - Academic Services,100,"$46,703.00",0
UCCS,C0039 -- VCAF-Auxiliary Services,40130 -- VCAF-Family Dev Center,VCAF-Family Dev Center,R25-1015978,BUSINESS SERVICES PROFESSIONAL,Univ Staff - Business Services,100,"$41,117.00",0
UCCS,C0010 -- AA-College of Education,40041 -- COE-Teaching & Learning,COE-Teaching & Learning,R25-1016059,LECTURER,Other Faculty,45,"$3,000.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40063 -- LAS-Chemistry,LAS-Chemistry,R25-1016064,ASSISTANT TEACHING PROFESSOR,Regular Faculty,100,"$51,893.00",0
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40051 -- LAS-Administrative Operations,LAS-Administrative Operations,R25-1016064,ASST TEACHING PROFESSOR-ST,Regular Faculty,2.5,"$4,665.00",1
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40057 -- LAS-Philosophy,LAS-Philosophy,R25-1016075,LECTURER,Other Faculty,45,"$6,270.00",0
UCCS,C0007 -- AA-Administration,40020 -- AA-Sponsored Research,AA-Sponsored Research,R25-1016079,RESEARCH SERVICES SENIOR PROF,Univ Staff - Research Services,50,"$42,033.00",0
UCCS,C0017 -- AA-College of Nursing,40081 -- Beth-El UG Nursing,Beth-El UG Nursing,R25-1016087,LECTURER,Other Faculty,15.33,"$9,910.00",0
UCCS,C0017 -- AA-College of Nursing,40081 -- Beth-El UG Nursing,Beth-El UG Nursing,R25-1016087,LECTURER,Other Faculty,14.38,"$5,410.00",1
UCCS,C0010 -- AA-College of Education,40041 -- COE-Teaching & Learning,COE-Teaching & Learning,R25-1016122,LECTURER,Other Faculty,22.5,"$3,000.00",0
UCCS,C0014 -- VCEMSA-Health & Wellness,40226 -- VCEMSA-Wellness Cent./HS&MHS,VCEMSA-Wellness Cent./HS&MHS,R25-1016301,HEALTH CARE PROFESSIONAL,Univ Staff - Healthcare,100,"$52,930.00",0
UCCS,C0014 -- VCEMSA-Health & Wellness,40226 -- VCEMSA-Wellness Cent./HS&MHS,VCEMSA-Wellness Cent./HS&MHS,R25-1016314,HEALTH CARE PRINCIPAL PROF,Univ Staff - Healthcare,100,"$46,606.00",0
UCCS,C0029 -- VCEMSA-Admin Operations,C0040 -- VCSA-ACAD SUPPORT & ENGAGEMENT,VCEMSA-Student Life Operating,R25-1016315,STUDENT SERVICES PROFESSIONAL,Univ Staff - Student Services,62.5,"$29,190.00",0
UCCS,C0007 -- AA-Administration,40363 -- AA-Undergraduate Education,AA-Undergraduate Education,R25-1016315,LECTURER-SECONDARY STAFF MBR,Other Faculty,2.5,"$3,060.00",1
UCCS,"C0012 -- AA-College of Letters,Arts&Sci",40062 -- LAS-Biology,LAS-Biology,R25-1016330,LECTURER,Other Faculty,45,"$6,120.00",0
UCCS,C0007 -- AA-Administration,40362 -- AA-Campus Extended Studies,AA-Campus Extended Studies,R25-1016330,LECTURER,Other Faculty,30,"$4,000.00",1
UCCS,C0007 -- AA-Administration,40363 -- AA-Undergraduate Education,AA-Undergraduate Education,R25-1016342,LECTURER,Other Faculty,22.5,"$3,060.00",0
